Fe+16        26        17      10180000.(2P)
 124  71 0.00+00 5.86-01 5.98-01 6.32-01 6.77-01 7.43-01 8.60-01 9.70-01 1.08+00 0.00+00
 125  71 0.00+00 4.58-02 4.42-02 4.07-02 3.70-02 3.31-02 2.88-02 2.66-02 2.50-02 0.00+00
 126  71 0.00+00 2.95-02 2.85-02 2.60-02 2.34-02 2.06-02 1.74-02 1.57-02 1.45-02 0.00+00
 127  71 0.00+00 2.63-02 2.54-02 2.37-02 2.21-02 2.07-02 1.98-02 1.99-02 2.01-02 0.00+00
 128  71 0.00+00 7.42-03 5.27-03 2.76-03 1.57-03 8.76-04 4.09-04 2.32-04 1.32-04 0.00+00
 129  71 0.00+00 4.28-02 3.05-02 1.65-02 9.81-03 5.93-03 3.31-03 2.32-03 1.76-03 0.00+00
 130  71 0.00+00 1.11-02 8.00-03 4.23-03 2.41-03 1.35-03 6.36-04 3.72-04 2.30-04 0.00+00
 131  71 0.00+00 3.52-02 2.68-02 1.48-02 8.74-03 5.17-03 2.79-03 1.92-03 1.45-03 0.00+00
 132  71 5.06+09 3.31-02 3.32-02 3.36-02 3.44-02 3.58-02 3.91-02 4.31-02 4.82-02 1.13-02
 133  71 7.76+09 7.79-02 7.81-02 7.93-02 8.15-02 8.55-02 9.47-02 1.05-01 1.19-01 2.87-02
 134  71 0.00+00 1.12-03 8.08-04 5.76-04 4.73-04 3.96-04 3.06-04 2.40-04 1.81-04 0.00+00
 135  71 9.55+09 9.60-02 9.66-02 9.84-02 1.01-01 1.06-01 1.18-01 1.31-01 1.48-01 3.37-02
 136  71 0.00+00 3.22-04 3.11-04 2.86-04 2.56-04 2.20-04 1.67-04 1.30-04 1.00-04 0.00+00
 137  71 0.00+00 1.48-03 1.47-03 1.42-03 1.37-03 1.29-03 1.15-03 1.05-03 9.56-04 0.00+00
 138  71 0.00+00 1.26-04 1.19-04 1.03-04 8.64-05 6.87-05 4.78-05 3.59-05 2.75-05 0.00+00
 139  71 0.00+00 1.27-03 1.26-03 1.21-03 1.16-03 1.10-03 9.90-04 9.08-04 8.39-04 0.00+00
  73  72 0.00+00 9.47-01 1.37+00 1.53+00 1.24+00 8.63-01 4.92-01 3.30-01 2.39-01 0.00+00
  74  72 0.00+00 4.14-01 6.32-01 7.28-01 5.88-01 3.98-01 2.12-01 1.32-01 8.91-02 0.00+00
  75  72 0.00+00 4.40-01 6.12-01 7.16-01 6.12-01 4.55-01 2.93-01 2.20-01 1.78-01 0.00+00
  76  72 5.68+03 7.27-02 4.95-02 2.42-02 1.29-02 6.70-03 2.74-03 1.38-03 6.97-04 1.95-07
  77  72 0.00+00 1.44-01 8.84-02 4.02-02 2.10-02 1.08-02 4.36-03 2.19-03 1.10-03 0.00+00
  78  72 0.00+00 3.93-02 2.51-02 1.18-02 6.28-03 3.25-03 1.33-03 6.80-04 3.52-04 0.00+00
  79  72 0.00+00 3.01-02 1.91-02 8.94-03 4.73-03 2.45-03 1.01-03 5.20-04 2.73-04 0.00+00
  80  72 0.00+00 3.56-02 2.29-02 1.08-02 5.71-03 2.94-03 1.20-03 6.11-04 3.12-04 0.00+00
  81  72 0.00+00 4.12-02 2.45-02 1.10-02 5.77-03 2.96-03 1.20-03 6.10-04 3.10-04 0.00+00
  82  72 0.00+00 3.31-02 2.09-02 9.75-03 5.14-03 2.64-03 1.08-03 5.48-04 2.80-04 0.00+00
  83  72 0.00+00 1.77-02 1.10-02 5.10-03 2.70-03 1.40-03 5.76-04 2.92-04 1.48-04 0.00+00
  84  72 0.00+00 1.82-01 1.18-01 5.98-02 3.52-02 2.16-02 1.29-02 9.79-03 7.91-03 0.00+00
  85  72 0.00+00 3.25-01 2.16-01 1.10-01 6.37-02 3.73-02 1.98-02 1.32-02 9.42-03 0.00+00
  86  72 0.00+00 7.67-03 4.47-03 2.04-03 1.11-03 6.11-04 3.01-04 1.94-04 1.36-04 0.00+00
  87  72 0.00+00 8.34-03 5.21-03 2.48-03 1.34-03 7.18-04 3.13-04 1.69-04 9.39-05 0.00+00
  88  72 6.05+04 4.00-03 2.44-03 1.13-03 6.00-04 3.14-04 1.33-04 7.13-05 3.98-05 1.85-06
  89  72 3.72+04 8.12-03 4.87-03 2.23-03 1.18-03 6.19-04 2.65-04 1.43-04 8.04-05 6.31-07
  90  72 6.98+05 8.15-03 4.93-03 2.26-03 1.20-03 6.35-04 2.78-04 1.58-04 1.02-04 1.65-05
  91  72 3.91+05 8.78-03 5.14-03 2.31-03 1.21-03 6.31-04 2.69-04 1.47-04 8.64-05 6.53-06
  92  72 1.31+04 5.40-03 3.12-03 1.39-03 7.28-04 3.78-04 1.60-04 8.51-05 4.68-05 3.05-07
  93  72 0.00+00 7.73-03 4.91-03 2.38-03 1.32-03 7.18-04 3.20-04 1.75-04 9.79-05 0.00+00
  94  72 0.00+00 2.00-02 1.29-02 6.44-03 3.74-03 2.28-03 1.39-03 1.14-03 1.04-03 0.00+00
  95  72 0.00+00 7.93-03 5.08-03 2.47-03 1.36-03 7.38-04 3.34-04 1.90-04 1.14-04 0.00+00
  96  72 0.00+00 3.06-03 1.98-03 9.61-04 5.22-04 2.78-04 1.21-04 6.59-05 3.80-05 0.00+00
  97  72 0.00+00 1.35-02 8.72-03 4.32-03 2.45-03 1.39-03 6.84-04 4.17-04 2.67-04 0.00+00
  98  72 0.00+00 4.89-03 3.06-03 1.46-03 8.04-04 4.39-04 2.04-04 1.22-04 7.90-05 0.00+00
  99  72 0.00+00 8.65-03 5.26-03 2.49-03 1.38-03 7.70-04 3.85-04 2.52-04 1.85-04 0.00+00
 100  72 0.00+00 1.20-02 7.74-03 3.97-03 2.41-03 1.54-03 9.77-04 7.69-04 6.55-04 0.00+00
 101  72 2.91+07 1.20-02 8.29-03 4.63-03 3.03-03 2.16-03 1.69-03 1.63-03 1.71-03 4.18-04
 102  72 0.00+00 3.60-03 2.24-03 1.06-03 5.72-04 3.04-04 1.32-04 7.24-05 4.21-05 0.00+00
 103  72 1.12+06 4.06-03 2.73-03 1.40-03 7.98-04 4.58-04 2.41-04 1.69-04 1.39-04 2.25-05
 104  72 0.00+00 1.76-02 1.23-02 6.30-03 3.60-03 2.05-03 1.01-03 6.04-04 3.69-04 0.00+00
 105  72 0.00+00 3.48-03 2.41-03 1.21-03 6.67-04 3.58-04 1.56-04 8.43-05 4.71-05 0.00+00
 106  72 2.21+07 1.12-02 7.91-03 4.29-03 2.67-03 1.79-03 1.31-03 1.24-03 1.32-03 4.40-04
 107  72 2.63+05 4.37-03 2.98-03 1.51-03 8.47-04 4.70-04 2.24-04 1.37-04 9.21-05 6.74-06
 108  72 1.11+08 1.64-02 1.24-02 7.96-03 6.16-03 5.43-03 5.63-03 6.40-03 7.59-03 2.85-03
 109  72 0.00+00 4.18-03 2.83-03 1.41-03 7.73-04 4.15-04 1.80-04 9.70-05 5.34-05 0.00+00
 110  72 0.00+00 4.97-01 3.37-01 1.77-01 1.09-01 7.21-02 5.05-02 4.52-02 4.39-02 0.00+00
 111  72 0.00+00 2.50-01 1.63-01 8.33-02 4.98-02 3.14-02 2.02-02 1.70-02 1.62-02 0.00+00
 112  72 0.00+00 5.20-01 3.43-01 1.72-01 9.95-02 5.84-02 3.14-02 2.21-02 1.76-02 0.00+00
 113  72 0.00+00 5.00-02 3.20-02 1.60-02 9.29-03 5.35-03 2.52-03 1.39-03 7.52-04 0.00+00
 114  72 0.00+00 4.81-02 3.15-02 1.62-02 9.14-03 4.95-03 2.17-03 1.19-03 6.96-04 0.00+00
 115  72 7.36+09 6.54-01 4.12-01 2.36-01 1.72-01 1.42-01 1.36-01 1.51-01 1.79-01 7.59-02
 116  72 1.60+08 9.72-02 6.39-02 3.80-02 2.70-02 2.03-02 1.53-02 1.35-02 1.26-02 1.64-03
 117  72 3.00+08 1.55-01 1.04-01 6.39-02 4.59-02 3.39-02 2.42-02 2.04-02 1.88-02 4.28-03
 118  72 0.00+00 4.35-02 2.97-02 1.89-02 1.39-02 1.04-02 7.20-03 5.60-03 4.47-03 0.00+00
 119  72 0.00+00 1.17-02 7.11-03 3.43-03 1.86-03 9.80-04 4.10-04 2.10-04 1.08-04 0.00+00
 120  72 0.00+00 1.29+00 1.23+00 1.21+00 1.21+00 1.22+00 1.25+00 1.27+00 1.29+00 0.00+00
 121  72 0.00+00 7.62-02 6.01-02 4.66-02 3.86-02 3.18-02 2.53-02 2.29-02 2.22-02 0.00+00
 122  72 0.00+00 1.17-01 9.51-02 7.51-02 6.21-02 5.03-02 3.82-02 3.28-02 3.03-02 0.00+00
 123  72 0.00+00 6.06-02 4.94-02 3.96-02 3.37-02 2.88-02 2.44-02 2.31-02 2.32-02 0.00+00
 124  72 1.29+10 2.33-01 2.33-01 2.35-01 2.42-01 2.58-01 3.02-01 3.55-01 4.25-01 1.61-01
 125  72 3.64+09 1.21-01 1.18-01 1.12-01 1.09-01 1.09-01 1.18-01 1.34-01 1.58-01 5.82-02
 126  72 3.44+11 5.54+00 5.66+00 5.98+00 6.47+00 7.29+00 9.06+00 1.10+01 1.35+01 5.49+00
 127  72 0.00+00 1.59-01 1.51-01 1.32-01 1.13-01 9.18-02 6.73-02 5.38-02 4.47-02 0.00+00
 128  72 0.00+00 1.90-02 1.42-02 7.81-03 4.44-03 2.42-03 1.07-03 5.80-04 3.22-04 0.00+00
 129  72 0.00+00 4.98-02 3.73-02 2.03-02 1.15-02 6.23-03 2.71-03 1.46-03 7.94-04 0.00+00
 130  72 1.48+05 3.28-02 2.67-02 1.49-02 8.43-03 4.54-03 1.94-03 1.01-03 5.35-04 9.78-07
 131  72 0.00+00 1.68-02 1.33-02 7.36-03 4.17-03 2.24-03 9.63-04 5.06-04 2.68-04 0.00+00
 132  72 0.00+00 5.88-02 3.68-02 1.78-02 1.01-02 5.78-03 2.91-03 1.80-03 1.16-03 0.00+00
 133  72 0.00+00 5.59-02 3.46-02 1.64-02 9.12-03 5.11-03 2.46-03 1.47-03 9.10-04 0.00+00
 134  72 0.00+00 1.66-02 1.02-02 4.75-03 2.58-03 1.40-03 6.42-04 3.67-04 2.19-04 0.00+00
 135  72 0.00+00 1.33-02 8.00-03 3.77-03 2.12-03 1.22-03 6.11-04 3.72-04 2.32-04 0.00+00
 136  72 2.81+10 2.76-01 2.78-01 2.83-01 2.91-01 3.05-01 3.37-01 3.74-01 4.22-01 9.78-02
 137  72 1.44+10 1.96-01 1.97-01 2.01-01 2.06-01 2.15-01 2.38-01 2.64-01 2.97-01 7.02-02
 138  72 1.59+08 3.77-03 3.74-03 3.72-03 3.73-03 3.80-03 4.04-03 4.38-03 4.85-03 9.92-04
 139  72 3.96+09 5.40-02 5.44-02 5.53-02 5.68-02 5.93-02 6.52-02 7.21-02 8.12-02 1.92-02
  74  73 0.00+00 6.79-01 9.45-01 1.07+00 8.97-01 6.52-01 4.05-01 2.94-01 2.29-01 0.00+00
  75  73 0.00+00 3.47-01 5.39-01 6.26-01 5.04-01 3.39-01 1.78-01 1.11-01 7.35-02 0.00+00
  76  73 0.00+00 6.31-02 4.14-02 1.98-02 1.05-02 5.45-03 2.24-03 1.13-03 5.76-04 0.00+00
  77  73 0.00+00 3.12-02 2.17-02 1.08-02 5.83-03 3.04-03 1.25-03 6.39-04 3.27-04 0.00+00
  78  73 0.00+00 4.14-02 2.64-02 1.24-02 6.57-03 3.39-03 1.38-03 6.99-04 3.53-04 0.00+00
  79  73 0.00+00 3.59-02 2.26-02 1.06-02 5.58-03 2.87-03 1.18-03 6.05-04 3.16-04 0.00+00
  80  73 0.00+00 4.74-02 3.05-02 1.44-02 7.67-03 3.98-03 1.66-03 8.71-04 4.74-04 0.00+00
  81  73 0.00+00 3.08-02 1.91-02 8.88-03 4.68-03 2.41-03 9.85-04 4.99-04 2.54-04 0.00+00
  82  73 0.00+00 3.98-02 2.51-02 1.17-02 6.18-03 3.19-03 1.32-03 6.88-04 3.70-04 0.00+00
  83  73 0.00+00 2.26-02 1.48-02 7.08-03 3.81-03 2.02-03 8.86-04 4.98-04 2.99-04 0.00+00
  84  73 0.00+00 1.19-01 7.67-02 3.80-02 2.14-02 1.18-02 5.31-03 2.84-03 1.49-03 0.00+00
  85  73 0.00+00 5.60-01 3.71-01 1.89-01 1.10-01 6.64-02 3.78-02 2.73-02 2.11-02 0.00+00
  86  73 0.00+00 6.10-03 3.50-03 1.56-03 8.21-04 4.27-04 1.79-04 9.17-05 4.68-05 0.00+00
  87  73 0.00+00 1.00-02 6.31-03 3.06-03 1.73-03 1.01-03 5.46-04 3.82-04 2.88-04 0.00+00
  88  73 1.78+06 8.73-03 5.42-03 2.55-03 1.38-03 7.54-04 3.66-04 2.44-04 1.96-04 5.47-05
  89  73 0.00+00 9.19-03 5.64-03 2.63-03 1.42-03 7.54-04 3.34-04 1.89-04 1.12-04 0.00+00
  90  73 1.67+06 6.19-03 3.91-03 1.87-03 1.03-03 5.70-04 2.89-04 2.02-04 1.67-04 3.97-05
  91  73 0.00+00 5.37-03 3.14-03 1.41-03 7.44-04 3.87-04 1.63-04 8.66-05 4.74-05 0.00+00
  92  73 3.52+06 8.77-03 5.19-03 2.38-03 1.28-03 7.04-04 3.58-04 2.60-04 2.34-04 8.21-05
  93  73 0.00+00 9.66-03 6.22-03 3.12-03 1.81-03 1.09-03 6.23-04 4.54-04 3.56-04 0.00+00
  94  73 0.00+00 1.23-02 7.28-03 3.38-03 1.84-03 1.00-03 4.60-04 2.66-04 1.64-04 0.00+00
  95  73 0.00+00 1.20-02 7.83-03 3.92-03 2.26-03 1.34-03 7.78-04 6.02-04 5.26-04 0.00+00
  96  73 0.00+00 1.67-02 1.12-02 5.62-03 3.19-03 1.81-03 8.86-04 5.41-04 3.49-04 0.00+00
  97  73 0.00+00 3.51-03 2.29-03 1.14-03 6.35-04 3.52-04 1.68-04 1.03-04 6.92-05 0.00+00
  98  73 0.00+00 8.96-03 5.94-03 3.01-03 1.73-03 1.01-03 5.42-04 3.77-04 2.93-04 0.00+00
  99  73 0.00+00 6.01-03 3.80-03 1.84-03 1.01-03 5.45-04 2.44-04 1.36-04 7.89-05 0.00+00
 100  73 0.00+00 4.09-03 2.61-03 1.27-03 6.98-04 3.78-04 1.69-04 9.39-05 5.41-05 0.00+00
 101  73 0.00+00 4.03-03 2.39-03 1.10-03 5.89-04 3.12-04 1.37-04 7.58-05 4.43-05 0.00+00
 102  73 0.00+00 1.35-02 9.10-03 4.80-03 2.92-03 1.86-03 1.16-03 8.97-04 7.52-04 0.00+00
 103  73 3.06+07 1.41-02 1.00-02 5.75-03 3.83-03 2.80-03 2.26-03 2.22-03 2.38-03 6.16-04
 104  73 4.53+06 4.08-03 2.83-03 1.51-03 9.28-04 6.07-04 4.29-04 4.00-04 4.24-04 1.43-04
 105  73 0.00+00 2.52-02 1.74-02 8.91-03 5.04-03 2.84-03 1.37-03 8.05-04 4.84-04 0.00+00
 106  73 2.33+05 3.59-03 2.43-03 1.24-03 7.05-04 3.97-04 1.94-04 1.21-04 8.31-05 4.67-06
 107  73 2.08+07 1.36-02 9.68-03 5.30-03 3.31-03 2.21-03 1.61-03 1.52-03 1.61-03 5.35-04
 108  73 3.17+06 4.19-03 2.90-03 1.52-03 9.03-04 5.56-04 3.45-04 2.88-04 2.79-04 8.13-05
 109  73 9.16+07 2.11-02 1.56-02 9.65-03 7.13-03 5.99-03 5.91-03 6.59-03 7.73-03 2.87-03
 110  73 0.00+00 2.82-01 1.87-01 9.46-02 5.49-02 3.21-02 1.66-02 1.08-02 7.55-03 0.00+00
 111  73 0.00+00 2.30-01 1.50-01 7.56-02 4.35-02 2.49-02 1.21-02 7.15-03 4.39-03 0.00+00
 112  73 0.00+00 9.72-01 6.48-01 3.37-01 2.07-01 1.36-01 9.43-02 8.38-02 8.11-02 0.00+00
 113  73 0.00+00 6.19-02 3.99-02 2.05-02 1.24-02 7.96-03 5.03-03 3.97-03 3.35-03 0.00+00
 114  73 0.00+00 5.76-02 3.72-02 1.89-02 1.06-02 5.70-03 2.47-03 1.32-03 7.19-04 0.00+00
 115  73 0.00+00 1.12-01 7.71-02 4.86-02 3.51-02 2.55-02 1.70-02 1.28-02 9.95-03 0.00+00
 116  73 0.00+00 1.03-01 6.84-02 4.12-02 2.89-02 2.04-02 1.31-02 9.54-03 7.23-03 0.00+00
 117  73 7.16+09 8.70-01 5.56-01 3.27-01 2.42-01 2.01-01 1.93-01 2.12-01 2.49-01 1.03-01
 118  73 0.00+00 3.75-02 2.68-02 1.81-02 1.39-02 1.07-02 7.84-03 6.48-03 5.58-03 0.00+00
 119  73 0.00+00 2.47-02 1.57-02 7.88-03 4.35-03 2.31-03 9.77-04 5.10-04 2.70-04 0.00+00
 120  73 0.00+00 1.37-01 1.06-01 8.02-02 6.55-02 5.30-02 4.08-02 3.57-02 3.36-02 0.00+00
 121  73 0.00+00 1.05-01 8.24-02 6.32-02 5.18-02 4.21-02 3.28-02 2.91-02 2.77-02 0.00+00
 122  73 0.00+00 1.66+00 1.60+00 1.58+00 1.58+00 1.59+00 1.63+00 1.66+00 1.68+00 0.00+00
 123  73 0.00+00 5.67-02 4.57-02 3.55-02 2.87-02 2.26-02 1.63-02 1.36-02 1.26-02 0.00+00
 124  73 4.39+08 7.30-02 6.89-02 6.07-02 5.28-02 4.51-02 3.80-02 3.57-02 3.56-02 5.48-03
 125  73 1.34+10 3.29-01 3.28-01 3.29-01 3.36-01 3.56-01 4.13-01 4.83-01 5.77-01 2.16-01
 126  73 8.12+09 2.92-01 2.86-01 2.74-01 2.65-01 2.62-01 2.77-01 3.10-01 3.60-01 1.30-01
 127  73 3.57+11 7.11+00 7.25+00 7.67+00 8.28+00 9.32+00 1.16+01 1.41+01 1.73+01 6.99+00
 128  73 0.00+00 6.35-03 4.61-03 2.45-03 1.37-03 7.33-04 3.10-04 1.60-04 8.24-05 0.00+00
 129  73 0.00+00 3.10-02 2.31-02 1.25-02 7.01-03 3.75-03 1.59-03 8.23-04 4.30-04 0.00+00
 130  73 0.00+00 5.87-02 4.79-02 2.70-02 1.54-02 8.35-03 3.63-03 1.94-03 1.05-03 0.00+00
 131  73 0.00+00 4.92-02 3.97-02 2.23-02 1.27-02 6.89-03 3.00-03 1.61-03 8.78-04 0.00+00
 132  73 0.00+00 3.58-03 2.17-03 1.01-03 5.47-04 2.96-04 1.34-04 7.48-05 4.30-05 0.00+00
 133  73 0.00+00 2.87-02 1.79-02 8.73-03 5.01-03 2.94-03 1.53-03 9.71-04 6.43-04 0.00+00
 134  73 0.00+00 7.93-02 4.89-02 2.32-02 1.29-02 7.23-03 3.49-03 2.07-03 1.28-03 0.00+00
 135  73 0.00+00 6.42-02 3.88-02 1.83-02 1.03-02 5.90-03 2.96-03 1.82-03 1.17-03 0.00+00
 136  73 0.00+00 3.84-04 2.93-04 2.26-04 1.89-04 1.56-04 1.14-04 8.53-05 6.20-05 0.00+00
 137  73 6.97+09 9.72-02 9.77-02 9.94-02 1.02-01 1.07-01 1.18-01 1.31-01 1.47-01 3.40-02
 138  73 1.72+10 3.02-01 3.04-01 3.09-01 3.18-01 3.32-01 3.66-01 4.05-01 4.57-01 1.08-01
 139  73 2.07+10 2.83-01 2.85-01 2.91-01 2.99-01 3.13-01 3.45-01 3.84-01 4.33-01 1.01-01
  75  74 0.00+00 6.69-01 9.76-01 1.13+00 9.44-01 6.72-01 3.99-01 2.79-01 2.11-01 0.00+00
  76  74 2.27+06 7.24-02 4.69-02 2.23-02 1.19-02 6.20-03 2.63-03 1.43-03 8.48-04 7.86-05
  77  74 0.00+00 2.10-01 1.29-01 5.83-02 3.04-02 1.56-02 6.31-03 3.17-03 1.59-03 0.00+00
  78  74 0.00+00 4.82-02 3.06-02 1.44-02 7.66-03 3.99-03 1.69-03 9.12-04 5.27-04 0.00+00
  79  74 0.00+00 3.18-02 2.00-02 9.34-03 4.94-03 2.55-03 1.06-03 5.49-04 2.94-04 0.00+00
  80  74 0.00+00 4.36-02 2.83-02 1.35-02 7.22-03 3.75-03 1.55-03 7.94-04 4.15-04 0.00+00
  81  74 0.00+00 3.49-02 2.10-02 9.55-03 5.00-03 2.57-03 1.04-03 5.26-04 2.65-04 0.00+00
  82  74 0.00+00 3.83-02 2.43-02 1.14-02 6.04-03 3.14-03 1.33-03 7.12-04 4.04-04 0.00+00
  83  74 0.00+00 1.68-02 1.08-02 5.10-03 2.73-03 1.42-03 5.90-04 3.01-04 1.52-04 0.00+00
  84  74 0.00+00 2.15-01 1.36-01 6.71-02 3.87-02 2.31-02 1.33-02 9.72-03 7.64-03 0.00+00
  85  74 0.00+00 3.63-01 2.37-01 1.19-01 6.87-02 4.01-02 2.12-02 1.42-02 1.02-02 0.00+00
  86  74 0.00+00 6.63-03 3.87-03 1.77-03 9.69-04 5.42-04 2.77-04 1.83-04 1.32-04 0.00+00
  87  74 0.00+00 8.25-03 5.15-03 2.44-03 1.33-03 7.18-04 3.22-04 1.81-04 1.07-04 0.00+00
  88  74 1.34+05 9.75-03 5.89-03 2.69-03 1.43-03 7.43-04 3.16-04 1.70-04 9.62-05 4.14-06
  89  74 4.41+06 1.44-02 9.02-03 4.32-03 2.37-03 1.31-03 6.53-04 4.45-04 3.57-04 7.55-05
  90  74 2.64+06 6.11-03 3.63-03 1.67-03 9.01-04 4.97-04 2.58-04 1.91-04 1.75-04 6.31-05
  91  74 2.38+05 1.04-02 5.82-03 2.52-03 1.31-03 6.73-04 2.82-04 1.50-04 8.35-05 4.03-06
  92  74 5.65+06 1.35-02 7.69-03 3.43-03 1.84-03 1.01-03 5.29-04 3.96-04 3.66-04 1.33-04
  93  74 0.00+00 9.57-03 6.11-03 2.99-03 1.66-03 9.08-04 4.05-04 2.20-04 1.21-04 0.00+00
  94  74 0.00+00 8.99-03 5.58-03 2.68-03 1.50-03 8.57-04 4.52-04 3.22-04 2.69-04 0.00+00
  95  74 0.00+00 7.94-03 5.10-03 2.53-03 1.44-03 8.44-04 4.58-04 3.24-04 2.58-04 0.00+00
  96  74 0.00+00 1.15-02 7.60-03 3.77-03 2.11-03 1.17-03 5.50-04 3.19-04 1.92-04 0.00+00
  97  74 0.00+00 3.16-03 2.02-03 9.75-04 5.29-04 2.82-04 1.23-04 6.80-05 4.00-05 0.00+00
  98  74 0.00+00 8.99-03 5.97-03 3.14-03 1.93-03 1.25-03 7.98-04 6.31-04 5.41-04 0.00+00
  99  74 0.00+00 5.28-03 3.30-03 1.58-03 8.69-04 4.72-04 2.13-04 1.20-04 6.95-05 0.00+00
 100  74 0.00+00 3.93-03 2.48-03 1.20-03 6.65-04 3.69-04 1.77-04 1.10-04 7.57-05 0.00+00
 101  74 2.09+06 4.69-03 2.79-03 1.31-03 7.29-04 4.18-04 2.28-04 1.69-04 1.47-04 3.02-05
 102  74 0.00+00 1.17-02 7.64-03 3.84-03 2.20-03 1.29-03 7.01-04 4.93-04 3.86-04 0.00+00
 103  74 2.10+07 7.16-03 5.10-03 2.90-03 1.92-03 1.40-03 1.13-03 1.12-03 1.23-03 4.24-04
 104  74 0.00+00 4.55-03 3.14-03 1.58-03 8.68-04 4.66-04 2.03-04 1.09-04 6.00-05 0.00+00
 105  74 0.00+00 1.58-02 1.08-02 5.51-03 3.10-03 1.72-03 8.07-04 4.63-04 2.71-04 0.00+00
 106  74 5.97+06 3.50-03 2.41-03 1.30-03 8.10-04 5.41-04 3.92-04 3.69-04 3.90-04 1.20-04
 107  74 1.30+08 1.29-02 1.03-02 7.60-03 6.54-03 6.27-03 6.89-03 7.97-03 9.48-03 3.35-03
 108  74 2.30+05 4.33-03 2.96-03 1.50-03 8.50-04 4.77-04 2.33-04 1.44-04 9.82-05 5.93-06
 109  74 0.00+00 1.24-02 8.59-03 4.46-03 2.58-03 1.50-03 7.75-04 4.98-04 3.39-04 0.00+00
 110  74 0.00+00 2.40-01 1.59-01 8.05-02 4.69-02 2.80-02 1.57-02 1.17-02 1.01-02 0.00+00
 111  74 0.00+00 5.09-01 3.32-01 1.73-01 1.08-01 7.30-02 5.33-02 4.90-02 4.84-02 0.00+00
 112  74 0.00+00 4.49-01 2.97-01 1.50-01 8.72-02 5.20-02 2.91-02 2.14-02 1.78-02 0.00+00
 113  74 0.00+00 5.86-02 3.77-02 1.92-02 1.13-02 6.60-03 3.15-03 1.75-03 9.45-04 0.00+00
 114  74 0.00+00 8.46-02 5.13-02 2.50-02 1.39-02 7.68-03 3.68-03 2.30-03 1.61-03 0.00+00
 115  74 6.20+07 9.32-02 6.05-02 3.52-02 2.44-02 1.75-02 1.21-02 9.78-03 8.45-03 6.45-04
 116  74 7.52+09 6.13-01 3.93-01 2.31-01 1.71-01 1.43-01 1.39-01 1.54-01 1.83-01 7.79-02
 117  74 3.31+08 1.58-01 1.03-01 6.07-02 4.28-02 3.17-02 2.34-02 2.05-02 1.97-02 4.77-03
 118  74 0.00+00 5.42-02 3.76-02 2.45-02 1.82-02 1.35-02 9.07-03 6.84-03 5.31-03 0.00+00
 119  74 0.00+00 1.58-02 9.61-03 4.62-03 2.51-03 1.32-03 5.49-04 2.81-04 1.43-04 0.00+00
 120  74 0.00+00 8.94-02 6.54-02 4.70-02 3.72-02 2.92-02 2.16-02 1.83-02 1.69-02 0.00+00
 121  74 0.00+00 1.28+00 1.23+00 1.21+00 1.21+00 1.23+00 1.25+00 1.27+00 1.29+00 0.00+00
 122  74 0.00+00 1.05-01 8.31-02 6.44-02 5.33-02 4.39-02 3.51-02 3.18-02 3.08-02 0.00+00
 123  74 0.00+00 7.95-02 6.45-02 5.14-02 4.34-02 3.65-02 2.99-02 2.74-02 2.68-02 0.00+00
 124  74 1.47+10 3.03-01 3.01-01 3.00-01 3.03-01 3.16-01 3.59-01 4.16-01 4.94-01 1.84-01
 125  74 3.33+11 5.40+00 5.51+00 5.83+00 6.30+00 7.09+00 8.82+00 1.07+01 1.32+01 5.36+00
 126  74 6.11+09 1.66-01 1.65-01 1.63-01 1.65-01 1.72-01 1.96-01 2.28-01 2.70-01 9.83-02
 127  74 0.00+00 1.08-01 1.03-01 9.14-02 7.98-02 6.76-02 5.40-02 4.68-02 4.19-02 0.00+00
 128  74 0.00+00 4.66-03 3.53-03 1.93-03 1.09-03 5.95-04 2.64-04 1.49-04 8.99-05 0.00+00
 129  74 0.00+00 1.97-02 1.48-02 8.08-03 4.57-03 2.47-03 1.07-03 5.72-04 3.16-04 0.00+00
 130  74 5.90+07 7.62-02 6.27-02 3.58-02 2.09-02 1.19-02 5.92-03 3.90-03 2.95-03 3.92-04
 131  74 0.00+00 2.18-02 1.72-02 9.51-03 5.41-03 2.95-03 1.30-03 6.98-04 3.81-04 0.00+00
 132  74 0.00+00 2.65-03 1.64-03 7.87-04 4.42-04 2.52-04 1.27-04 8.25-05 5.93-05 0.00+00
 133  74 0.00+00 1.00-02 6.19-03 2.98-03 1.68-03 9.73-04 5.00-04 3.25-04 2.30-04 0.00+00
 134  74 0.00+00 1.18-01 7.47-02 3.79-02 2.31-02 1.50-02 9.56-03 7.43-03 6.16-03 0.00+00
 135  74 0.00+00 2.39-02 1.43-02 6.71-03 3.73-03 2.10-03 1.02-03 6.01-04 3.63-04 0.00+00
 136  74 2.20+08 2.68-03 2.65-03 2.66-03 2.70-03 2.79-03 3.02-03 3.31-03 3.70-03 7.70-04
 137  74 8.22+08 2.05-02 2.04-02 2.05-02 2.06-02 2.10-02 2.20-02 2.34-02 2.53-02 4.02-03
 138  74 3.77+10 5.02-01 5.06-01 5.18-01 5.37-01 5.69-01 6.43-01 7.28-01 8.39-01 2.37-01
 139  74 8.37+09 1.18-01 1.19-01 1.21-01 1.24-01 1.29-01 1.42-01 1.57-01 1.76-01 4.07-02
  76  75 1.39+05 7.28-02 4.63-02 2.17-02 1.15-02 5.90-03 2.41-03 1.22-03 6.24-04 4.83-06
